Alestorm,Behemoth,Dimmu+Borgir,Cradle+of+Filth,Korpiklaani,Turisas,Dark+Funeral,Chthonic,Immortal,Gorgoroth,Equilibrium,Children+of+Bodom,Finntroll,Rammstein,Nightwish,Ensiferum,Exidium,Die+Apokalyptischen+Reiter,Nargaroth,Epica,Halestorm,Kreator,The+Offspring,Disturbed,Sodom,Machine+Head,Green+Day,Anthrax,Slayer,In+This+Moment,Judas+Priest,Dio,Testament,Avantasia,Twisted+Sister,Accept,Helloween,Upsurt,Conception,Queens+of+the+Stone+Age,Tool,System+of+a+Down,The+National,Childish+Gambino,Radiohead,Igorrr,Tame+Impala,Polyphia,Gojira,Tenacious+D,Beartooth,De+Staat,Kendrick+Lamar,Fleet+Foxes,Tiny+Moving+Parts,James+Blake,Ghost,Bullet+for+My+Valentine,"Tyler,+the+Creator",Interpol,The+Strokes,New+Order,The+Radio+Dept.,The+Doors,DIIV,The+Rolling+Stones,Alvvays,Darkthrone,Nirvana,The+Beatles,Black+Sabbath,Pink+Floyd,Kraftwerk,Ramones,Mogwai,Beach+House,Bon+Iver,Coldplay,The+Beach+Boys,Elvis+Presley,Kasabian,Cream,The+Killers,Jack+Johnson,John+Mayer,Maroon+5,The+Kooks,Incubus,Carpenters,Oasis,Jimi+Hendrix,Gorillaz,The+Police,Eric+Clapton,Bee+Gees,The+Shins,Arctic+Monkeys,Broken+Bells,Nickelback,Apparat,Danger+Mouse+&+Daniele+Luppi,Daniel+Licht,Bob+Dylan,Explosions+in+the+Sky,Sufjan+Stevens,The+Decemberists,The+Doobie+Brothers,Led+Zeppelin,Pearl+Jam,David+Gray,State+Champs,Ed+Sheeran,The+Story+So+Far,Harry+Styles,Billie+Eilish,James+Bay,Neck+Deep,Bastille,Counterparts,Froukje,Justin+Bieber,Moose+Blood,Stef+Bos,Real+Friends,Oh+Wonder,The+Ghost+Inside,Tash+Sultana,Passenger,Goldband,In+Flames,Within+Temptation,Infected+Mushroom,Amaranthe,EXIT+TRANCE,Aerosmith,Airbourne,Sabaton,Yasuharu+Takanashi,Slipknot,Ayreon,Heaven+Shall+Burn,OOMPH!,Good+Charlotte,Avril+Lavigne,My+Chemical+Romance,Escape+The+Fate,Fall+Out+Boy,Andrew+Bird,All+Time+Low,You+Me+at+Six,Boys+Like+Girls,Never+Shout+Never,Scary+Kids+Scaring+Kids,Sum+41,Hollywood+Undead,Gregory+and+the+Hawk,Silverstein,blink-182,Mindless+Self+Indulgence,Bei+Maejor,Keri+Hilson,Lil%27+Wayne,Nicki+Minaj,Cascada,Chris+Brown,Diddy+-+Dirty+Money,Ester+Dean,J.+Holiday,Jamie+Foxx,Jennifer+Lopez,Mario,Miguel,Nicole+Scherzinger,The+Game,Wiz+Khalifa,50+Cent,Alicia+Keys,Ashanti,Beyonc%C3%A9,The+Temper+Trap,Phoenix,Owl+City,Asobi+Seksu,Armin+van+Buuren,Mew,Kings+of+Convenience,Passion+Pit,Club+8,Miike+Snow,The+Drums,Muse,MGMT,Empire+of+the+Sun,Erlend+%C3%98ye,Placebo,No+Use+for+a+Name,NOFX,The+Ataris,Bad+Religion,Rancid,New+Found+Glory,Copeland,Dashboard+Confessional,Four+Year+Strong,The+All-American+Rejects,Rocket+Rockers,Not+Available,Foo+Fighters,Forever+the+Sickest+Kids,Mishari+Rashed+Alafasy,Biffy+Clyro,Architects,Mystery+Jets,Paramore,HoolaHoop,The+Used,A+Day+to+Remember,Seringai,Turnover,Crystal+Fighters,Bombay+Bicycle+Club,The+S.I.G.I.T,Robbie+Williams,Lady+Gaga,Snow+Patrol,McFly,P!nk,Katy+Perry,Guus+Meeuwis,Jordin+Sparks,Enrique+Iglesias,Take+That,Christina+Aguilera,Ilse+DeLange,Daughtry,Gare+du+Nord,Train,Rihanna,The+Pussycat+Dolls,Timbaland,Linkin+Park,Bring+Me+the+Horizon,Breathe+Carolina,Foster+the+People,twenty+one+pilots,Red+Hot+Chili+Peppers,Anberlin,Nada+Surf,Noel+Gallagher%27s+High+Flying+Birds,Mutemath,Rise+Against,The+Wombats,Pendulum,Cobra+Starship,3OH!3,Three+Days+Grace,Avenged+Sevenfold,Skillet,Evanescence,Kamelot,Papa+Roach,10+Years,Dead+by+April,Metallica,The+Starting+Line,blessthefall,Daft+Punk,Marina+&+the+Diamonds,Hellogoodbye,Frank+Sinatra,Mika,Mando+Diao,The+Pigeon+Detectives,Dean+Martin,Panic!+at+the+Disco,Michael+Jackson,Moulin+Rouge,Smosh,Swashbuckle,Annihilator,Megadeth,Toxic+Holocaust,Evile,Amon+Amarth,Bonded+By+Blood,Apocalyptica,DevilDriver,BL%C3%98F,Coheed+and+Cambria,30+Seconds+to+Mars,Enter+Shikari,The+Prodigy,Alanis+Morissette,Mumford+&+Sons,The+Cure,Deftones,Kings+of+Leon,Bloc+Party,Glee+Cast,Eric+Saade,Jonas+Brothers,One+Direction,Selena+Gomez+&+the+Scene,Demi+Lovato,Allstar+Weekend,Big+Time+Rush,Jedward,Sam+Tsui,The+Click+Five,Willemijn+Verkaik,Miley+Cyrus,Adam+Lambert,Kissin%27+Dynamite,Edguy,Noriyuki+Asakura,Black+Veil+Brides,Howard+Shore,Falling+in+Reverse,Avatar,Falling+Red,The+Bigger+Lights,Asking+Alexandria,Boris,"Toru+Minegishi,+Asuka+Ota,+Koji+Kondo",My+Passion,Sick+Puppies,Tegan+and+Sara,Bright+Eyes,Bj%C3%B6rk,Arca,Kanye+West,Crystal+Castles,Metronomy,Roosbeef,The+Knife,Autechre,Micachu,Regina+Spektor,Venetian+Snares,Mac+DeMarco,Charli+XCX,Grimes,Sophie,Azealia+Banks,Janelle+Mon%C3%A1e,ROSAL%C3%8DA,Allie+X,Carly+Rae+Jepsen,Lana+Del+Rey,Potyguara+Bardo,Florence+%252B+the+Machine,Sky+Ferreira,Linn+da+Quebrada,Lorde,Let%27s+Eat+Grandma,Frank+Ocean,iamamiwhoami,The+Pretty+Reckless,Purity+Ring,Tennis,CHVRCHES,Lykke+Li,White+Lies,Kap+Bambino,Of+Monsters+and+Men,Cocteau+Twins,TOKiMONSTA,M%C3%98,The+Static+Jacks,Crim3s,Cults,Ariana+Grande,Zara+Larsson,Anavit%C3%B3ria,Jessie+J,Vivendo+do+%C3%93cio,Camila+Cabello,Sia,Anitta,Selena+Gomez,Sam+Smith,Boyce+Avenue,BTS,Slowdive,my+bloody+valentine,Hole,Elliott+Smith,Bladee,Fiona+Apple,Sonic+Youth,Taylor+Swift,The+Smiths,Arcade+Fire,PJ+Harvey,Laura+Marling,Cat+Power,Mike+Peralta,Jet,The+White+Stripes,James+Blunt,The+Lumineers,Jimmy+Eat+World,Shakira,Imagine+Dragons,Adele,Mar%C3%ADlia+Mendon%C3%A7a,Dua+Lipa,Lily+Allen,Juliette,Eminem,Aline+Barros,Marcela+Ta%C3%ADs,Isaias+Saad,Gabriela+Rocha,Pitbull,B.o.B,Ke$ha,Fernanda+Brum,David+Guetta,Halsey,Jesus+Culture,Melanie+Martinez,Bebe+Rexha,Diante+do+Trono,JoJo,Kelly+Clarkson,Britney+Spears,Snoop+Dogg,RBD,Pitty,Simple+Plan,Hannah+Montana,Dulce+Mar%C3%ADa,Black+Eyed+Peas,R.E.M.,2Pac,Engenheiros+Do+Hawaii,David+Bowie,Nando+Reis,Los+Hermanos,Humberto+Gessinger,Raul+Seixas,Caetano+Veloso,Iron+Maiden,Belchior,Os+Paralamas+Do+Sucesso,Apanhador+S%C3%B3,Lynyrd+Skynyrd,Sleeping+With+Sirens,Mayday+Parade,C%C3%ADcero,Gloria,Fresno,Clarice+Falc%C3%A3o,VersaEmerge,Avalanche+City,T.+Mills,Jake+Bugg,The+Maine,The+1975,The+Neighbourhood,Rex+Orange+County,Car+Seat+Headrest,Troye+Sivan,Phoebe+Bridgers,Lil+Peep,Mitski,Sticky+Fingers,Jorge+&+Mateus,The+Veronicas,HOJE+TEM+CONFLITO++((+DJ+NINO+)),OneRepublic,The+Script,James+Morrison,Keane,The+Fray,Two+Door+Cinema+Club,Amy+Winehouse,Dance+Gavin+Dance,La+Dispute,Hayley+Williams,Emarosa,Red+Velvet,Our+Last+Night,Cameron+Mitchell,%5Bunknown%5D,Plain+White+T%27s,Leighton+Meester,The+Wanted,Bridgit+Mendler,Fifth+Harmony,Bruno+Mars,Carly+Rose+Sonenclar,Cher+Lloyd,Madonna,HAIM,Lights,Edward+Sharpe+&+The+Magnetic+Zeros,Alex+Turner,The+xx,One+Night+Only,Forfun,Marcelo+Camelo,C%C3%A1ssia+Eller,5+A+Seco,The+Head+and+the+Heart,Muddy+Waters,Mallu+Magalh%C3%A3es,Marisa+Monte,Peter+Gundry,Legi%C3%A3o+Urbana,BANKS,Carne+Doce,Esteban,Chico+Buarque,Matanza,A+Banda+Mais+Bonita+da+Cidade,NX+Zero,Charlie+Brown+Jr.,Strike,AC%2FDC,Marilyn+Manson,Whitesnake,Guns+N%27+Roses,Velvet+Revolver,The+Vaccines,Yael+Naim,San+Cisco,The+Smashing+Pumpkins,Opeth,U.D.R.,Blackfield,Arkona,Porcupine+Tree,Alcest,LOO%CE%A0%CE%94,%EC%97%AC%EC%9E%90%EC%B9%9C%EA%B5%AC,We+Are+the+In+Crowd,Joe+Jonas,Hot+Chelle+Rae,The+Black+Keys,Reiki+Armon%C3%ADa,Franz+Ferdinand,M%C3%A5neskin,Bad+Bunny,Milo+Greene,Ellie+Goulding,Kate+Nash,Daughter,Fleetwood+Mac,The+Cranberries,Asbj%C3%B8rn,Agnes+Obel,Nouvelle+Vague,Georges+Simenon,S%C3%B3ley,We+the+Kings,Alex+&+Sierra,Little+Mix,Jennel+Garcia,Beatrice+Miller,The+Last+Shadow+Puppets,Vera+Loca,Peace,Last+Dinosaurs,Emblem3,A+Rocket+to+the+Moon,BLACKPINK,Johnny+Cash,Natalia+Lacunza,VELVETEARS,Lisa,girl+in+red,PVRIS,Maria+Beth%C3%A2nia,MoZella,Basement,Tigers+Jaw,Baco+Exu+do+Blues,Vampire+Weekend,The+Gaslight+Anthem,Noel+Gallagher,Foals,Eagles,Kiss,Biquini+Cavad%C3%A3o,UVERworld,Capital+Inicial,Alexisonfire,City+and+Colour,Alkaline+Trio,Millencolin,Backstreet+Boys,Bon+Jovi,Lacuna+Coil,Stone+Temple+Pilots,Garbage,The+Jesus+and+Mary+Chain,The+Horrors,The+Libertines,Salem,Manic+Street+Preachers,The+Stone+Roses,Spice+Girls,Primal+Scream,RadogosT,Eluveitie,Faun,Kat,Znich,%D0%A1%D0%B2%D0%B0%D1%80%D0%B3%D0%B0,Echo+Of+Dalriada,Beltaine,Turbo,Kai+Rosenkranz,Nomans+Land,Percival,%C5%94%C4%91%C4%99%C3%AE%C3%AD%C5%95,Scott+D.+Davis,%C5%BBywio%C5%82ak,Percival+Schuttenbach,Skyforger,The+Analogs,Raubtier,Thy+Catafalque,Einherjer,Hulkoff,King+of+Asgard,Bourbon+Boys,Borknagar,Bornholm,Black+Messiah,Mithotyn,Satyricon,Nachtmahr,Solefald,Sear+Bliss,The+Dead+South,Heilung,Enslaved,Vintersorg,Lifelover,Andy+Stott,Argatu%60,Dry+the+River,Apoptygma+Berzerk,Combichrist,Damien+Rice,Padmasana,Urban+Cone,Gnarls+Barkley,Icon+of+Coil,Mike+Wyzgowski,Visionist+&+Fatima+al+Qadiri,VNV+Nation,360,Animal+Alpha,Acid+Drinkers,Korn,Rage+Against+the+Machine,Coma,Five+Finger+Death+Punch,Luxtorpeda,Mushroomhead,Ray+Charles,All+That+Remains,Death+Cab+for+Cutie,Razorlight,Disclosure,Killing+Joke,Primus,Moby,Kult,Budgie,Them+Crooked+Vultures,Kyuss,Hammock,Modest+Mouse,God+Is+an+Astronaut,Moonlit+Sailor,Yeah+Yeah+Yeahs,Godspeed+You!+Black+Emperor,The+Best+Pessimist,Helios,65daysofstatic,D%C3%BAn%C3%A9,Eisenhower+Field+Day,Saybia,Vavamuffin,Eastwest+Rockers,GrubSon,Gentleman,Ras+Luta,Junior+Stress,Maleo+Reggae+Rockers,Jamal,Mesajah,Bryan+Adams,D%C5%BCem,Queen,Akurat,Beres+Hammond,Mr.+Big,T.Love,3oda+Kru,Rahim,Sizzla,Tabu,Drowning+Pool,Swallow+the+Sun,Katatonia,Draconian,The+Old+Dead+Tree,The+Browning,Forest+of+Shadows,Frontside,Depressed+Mode,Rapture,Shape+of+Despair,Lethian+Dreams,Doom:VS,Ghost+Brigade,Piotr+Rogucki,Poison,Melanie+C,Maher+Zain,Jon+Bon+Jovi,Better+Than+Ezra,3+Doors+Down,Ash,White+Lion,Iwan+Fals,Zakk+Wylde,Yann+Tiersen,M%C3%B6tley+Cr%C3%BCe,HIM,Jelonek,Creed,Tori+Amos,Black+Label+Society,Eddie+Vedder,Archive,Diox,DDK+RPK,Shellerini+i+S%C5%82o%C5%84,Ma%C5%82pa,Hemp+Gru,W.E.N.A.,Sok%C3%B3%C5%82+i+Marysia+Starosta,O.S.T.R.,Fokus,DJ+600V,Bas+Tajpan,Skrillex,Metrowy,Poe,happysad,Myslovitz,Strachy+Na+Lachy,S.A.R.S.,Scorpions,Little+Indie+Rock,5%27nizza,Gary+Jules,Saluminesia,Grammatik,TSA,DKA,Pabllo+Vittar,Tove+Lo,Kali+Uchis,Caroline+Polachek,Marina,Men+I+Trust,Marina+Sena,Mariah+Carey,Jessie+Ware,Angus+&+Julia+Stone,Shura,Kylie+Minogue,Rosie+Lowe,Say+Lou+Lou,Hilary+Duff,Betty+Who,TWICE,Kimbra,Drake,The+Weeknd,Alina+Baraz,M.I.A.,Zayn,Adore+Delano,Birdy,London+Grammar,James+Vincent+McMorrow,Flyleaf,Ben+Howard,The+War+on+Drugs,She+&+Him,Ti%C3%AA,J%C3%A3o,Hey+Monday,Pixies,Cake,Kaiser+Chiefs,Brandon+Flowers,The+Velvet+Underground,Cage+the+Elephant,Chevelle,Living+Colour,Puddle+of+Mudd,L7,Soundgarden,P.O.D.,Institute,Bush,Seether,Projota,Anah%C3%AD,Pixie+Lott,Scalene,Tokio+Hotel,YUNGBLUD,5+Seconds+of+Summer,Quevedo,Rauw+Alejandro,Tit%C3%A3s,Arnaldo+Antunes,Cazuza,Skank,Ultraje+A+Rigor,Novos+Baianos,Rita+Lee,Bar%C3%A3o+Vermelho,Lulu+Santos,Scracho,Fernanda+Takai,Vespas+Mandarinas,Racionais+MC%27s,Ratos+De+Por%C3%A3o,Raimundos,Marcelo+D2,Dead+Fish,Tim+Maia,CPM+22,Ira!,Aliados,RZO,Emicida,O+Rappa,Zeca+Pagodinho,Ponto+de+Equil%C3%ADbrio,Criolo,Blur,Misfits,Splashh,The+Kills,The+Orwells,TV+Girl,Best+Coast,Jazmin+Bean,Neon+Indian,Nomadic+Firs,You+Love+Her+Coz+She%27s+Dead,Dire+Straits,The+Who,Sabrina+Carpenter,Leslie+Odom+Jr.,Kristin+Chenoweth,Ashley+Tisdale,zimbra,John+Lennon,Begin+Again,Paul+McCartney,Across+the+Universe,Pierce+the+Veil,Lo-Fang,Modern+Baseball,Tokyo+Police+Club,The+Academy+Is...,Pinegrove,Knuckle+Puck,Brand+New,Jinsang,Jena+Lee,Kerli,Weezer,Adriana+Calcanhotto,Carla+Bruni,Gerard+Way,Hurts,alt-J,%D0%A1%D0%BF%D0%BB%D0%B8%D0%BD,Depeche+Mode,%D0%91%D0%B8-2,UP%27%D1%80%D0%B5%D0%BB%D1%8C,The+Hives,The+Blue+Van,U2,Agridoce,user_id
1.0,0.8958152958152958,0.7276575276575277,0.4955266955266955,0.49187109187109185,0.46628186628186624,0.38997113997113997,0.35661375661375655,0.35478595478595476,0.3529581529581529,0.32599807599807595,0.32005772005772004,0.3026936026936027,0.241005291005291,0.23963443963443964,0.21404521404521404,0.21267436267436268,0.20764790764790764,0.19622414622414625,0.19256854256854256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7110
,,,0.22014925373134325,,,,,,,,,,,,,,,,,1.0,0.8192164179104477,0.6029850746268657,0.5746268656716419,0.5639925373134328,0.4824626865671641,0.4576492537313433,0.38675373134328356,0.3619402985074627,0.32294776119402985,0.3123134328358209,0.280410447761194,0.2733208955223881,0.2591417910447761,0.23787313432835822,0.2343283582089552,0.22723880597014928,0.18115671641791048,0.17406716417910445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7824614065180102,0.671655231560892,0.34901372212692966,0.33394082332761577,0.333533447684391,0.32823756432247,0.32253430531732413,0.30298027444253856,0.2593910806174957,0.2553173241852487,0.2463550600343053,0.24268867924528303,0.23454116638078903,0.22924528301886793,0.2219125214408233,0.20195111492281304,0.18932246998284735,0.18647084048027446,0.18361921097770156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28006603944273567,,,,,,,,,,,,,,,,,,0.5369459019359508,,,,,,,,,,,,,1.0,0.7771530667631626,0.6729916772209155,0.6065587117785418,0.467161208612267,0.446964899583861,0.3402252578252216,0.31358331825583496,0.3085986973041433,0.26700289487968154,0.25926813823050476,0.25866654604667993,0.253424099873349,0.2504161389542247,0.22626650986068392,0.22119594716844582,0.22085218020626018,0.22033652976298174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1771942002159494,,,,1.0,,,,,,,,0.7689109979947555,0.23082677772636123,0.19902822767237388,0.19668363412000617,0.16766928890945548,0.16019589696128334,0.15990282276723738,0.15184328243097334,0.13924109208699675,0.11931204689187105,0.11315748881690577,0.11301095171988278,0.11213172913774487,0.11139904365262995,0.10597717106277958,0.10524448557766466,0.09557303717414777,0.09469381459200987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7114
