Beyonc%C3%A9,Lady+Gaga,Lana+Del+Rey,Amy+Winehouse,Ariana+Grande,Lu%C3%ADsa+Sonza,Rihanna,Nicki+Minaj,Anitta,Pabllo+Vittar,Mar%C3%ADlia+Mendon%C3%A7a,Megan+Thee+Stallion,Britney+Spears,Gloria+Groove,JAY-Z,Sam+Smith,Azealia+Banks,Bruno+Mars,Evanescence,Adele,Katy+Perry,Camilo,Taylor+Swift,Shakira,Marisa+Monte,Tini,Danna+Paola,Los+%C3%81ngeles+Azules,Doja+Cat,Jesse+&+Joy,Jorge+&+Mateus,Ventino,Sebastian+Yatra,Alessia+Cara,Cali+&+El+Dandee,Carly+Rae+Jepsen,RBD,Anavit%C3%B3ria,Kylie+Minogue,Demi+Lovato,Carrie+Underwood,Epica,Angra,Halestorm,Kacey+Musgraves,Miranda+Lambert,Maroon+5,Alice+in+Chains,Linkin+Park,System+of+a+Down,Cassadee+Pope,Little+Big+Town,Amaranthe,The+Band+Perry,Stone+Sour,Incubus,Red+Hot+Chili+Peppers,Kelly+Clarkson,Slipknot,The+Weeknd,Billie+Eilish,Miley+Cyrus,Lorde,Arcade+Fire,Troye+Sivan,Dua+Lipa,Florence+%252B+the+Machine,Madonna,J%C3%A3o,Tame+Impala,twenty+one+pilots,Selena+Gomez,Ellie+Goulding,Zara+Larsson,Sabrina+Carpenter,Tove+Lo,Years+&+Years,Sofia+Carson,Little+Mix,Foster+the+People,Muse,Keane,Lifehouse,Coldplay,The+Killers,James+Blunt,The+Fray,Two+Door+Cinema+Club,Imagine+Dragons,Mumford+&+Sons,3+Doors+Down,Tom+Odell,Oasis,Arctic+Monkeys,Laura+Pausini,Phillip+Phillips,Damien+Rice,C%C3%A9line+Dion,Black+Eyed+Peas,Glee+Cast,Drake,Keyshia+Cole,Aaliyah,The+Script,Alicia+Keys,Grupo+Revela%C3%A7%C3%A3o,Raphaela+Santos,Calcinha+Preta,P%C3%A9ricles,Banda+Calypso,Ra%C3%A7a+Negra,Wanessa,ROSAL%C3%8DA,Camila+Cabello,Justin+Timberlake,Ke$ha,Iggy+Azalea,Adam+Lambert,Dulce+Mar%C3%ADa,Fifth+Harmony,One+Direction,Paramore,(G)I-DLE,Mariah+Carey,Foo+Fighters,Rita+Lee,Jessie+James,P!nk,Lily+Allen,Tinashe,Sheryl+Crow,Young+the+Giant,Christina+Aguilera,Alanis+Morissette,M.I.A.,Kali+Uchis,SZA,St.+Vincent,Sky+Ferreira,Fiona+Apple,Charli+XCX,Mitski,Kate+Bush,Weyes+Blood,Angel+Olsen,Beach+House,Bj%C3%B6rk,Becky+Hill,Avril+Lavigne,Anne-Marie,Inna,MC+Carol,Alok,David+Guetta,Bebe+Rexha,Roxette,Alan+Walker,Metallica,Bad+Bunny,Queen,Wesley+Safad%C3%A3o,Pink+Floyd,Travi$+Scott,The+Beatles,blink-182,Liam+Gallagher,Pearl+Jam,aespa,Harry+Styles,Ava+Max,Jake+Bugg,5+Seconds+of+Summer,Justin+Bieber,Panic!+at+the+Disco,Zayn,PRETTYMUCH,Ed+Sheeran,Emblem3,Ti%C3%AA,zimbra,Ivete+Sangalo,Sandy,Fergie,Clarice+Falc%C3%A3o,Z%C3%A9+Neto+&+Cristiano,Joelma,Marina,Justin+Hurwitz,Hans+Zimmer,Kendrick+Lamar,Alexandre+Desplat,Ramin+Djawadi,Nicholas+Britell,Michael+Giacchino,The+1975,Chris+Brown,TLC,Kehlani,Frank+Ocean,Kanye+West,Halsey,J.+Cole,Janelle+Mon%C3%A1e,BROCKHAMPTON,Fletcher,Bring+Me+the+Horizon,The+Neighbourhood,%ED%83%9C%EC%97%B0,LOO%CE%A0%CE%94,%EC%86%8C%EB%85%80%EC%8B%9C%EB%8C%80,TWICE,Red+Velvet,M%C3%98,Foxes,HAIM,The+Kooks,BLACKPINK,blackbear,The+Vamps,Fall+Out+Boy,Calvin+Harris,Jessie+J,OneRepublic,James+Arthur,Jason+Der%C3%BClo,Meghan+Trainor,Selena+Gomez+&+the+Scene,Sheppard,Fernanda+Brum,Bridgit+Mendler,Owl+City,Charlie+Puth,Pentatonix,Lea+Michele,Marina+&+the+Diamonds,Melanie+Martinez,Natalia+Kills,IAMX,The+Pretty+Reckless,30+Seconds+to+Mars,My+Chemical+Romance,Breaking+Benjamin,Maria+Beth%C3%A2nia,Cazuza,Legi%C3%A3o+Urbana,Belo,Placebo,Nirvana,Bastille,Anah%C3%AD,Major+Lazer,LUDMILLA,Shawn+Mendes,Priscilla+Alc%C3%A2ntara,Tiago+Iorc,Chay+Suede,Echosmith,James+Bay,Ryan+Tedder,Cher+Lloyd,P.O.D.,Killswitch+Engage,Deftones,Papa+Roach,A+Day+to+Remember,Angels+&+Airwaves,36+Crazyfists,Lamb+of+God,As+I+Lay+Dying,Parkway+Drive,Korn,All+That+Remains,Limp+Bizkit,Rise+Against,Underoath,The+Word+Alive,August+Burns+Red,Sepultura,Raimundos,Los+Hermanos,The+Smiths,Queens+of+the+Stone+Age,Pantera,Ratos+De+Por%C3%A3o,Soulfly,Joy+Division,Matanza,Eagles+of+Death+Metal,Anthrax,Maglore,Engenheiros+Do+Hawaii,Charlie+Brown+Jr.,BTOB,4minute,%ED%98%84%EC%95%84,Willow,Son+Lux,%EB%A0%88%EB%93%9C%EB%B2%A8%EB%B2%B3,%EB%A7%88%EB%A7%88%EB%AC%B4,Tkay+Maidza,Aurora,Hailee+Steinfeld,Birdy,Tokio+Hotel,Sleeping+With+Sirens,PVRIS,Hilary+Duff,Manu+Gavassi,Nick+Jonas,Colbie+Caillat,Jonas+Brothers,Tori+Kelly,Luan+Santana,Sia,The+Maine,Kitten,iamamiwhoami,BANKS,Hurts,Paloma+Faith,Lykke+Li,Belinda,BTS,f(x),EXO,%EC%84%B8%EB%B8%90%ED%8B%B4,MAMAMOO,Gabrielle+Aplin,Bigbang,2NE1,%EB%B0%A9%ED%83%84%EC%86%8C%EB%85%84%EB%8B%A8,Catfish+and+the+Bottlemen,McFly,All+Time+Low,Simple+Plan,Good+Charlotte,Cheryl,Neon+Jungle,Myl%C3%A8ne+Farmer,Patricia+Kaas,Helena+Paparizou,No+Doubt,Bertine+Zetlitz,Ruslana,Dido,Scissor+Sisters,Z%D0%B5%D0%BC%D1%84%D0%B8%D1%80%D0%B0,Bon+Iver,Ben+Howard,John+Mayer,Portugal.+The+Man,The+xx,Men+I+Trust,Spice+Girls,Girls+Aloud,RuPaul,The+Saturdays,%EC%97%AC%EC%9E%90%EC%B9%9C%EA%B5%AC,Lindsay+Lohan,Cher,Jesse+McCartney,Delta+Goodrem,Ashlee+Simpson,Jessica+Simpson,Jennifer+Lopez,Eric+Saade,Shania+Twain,Skye+Sweetnam,Three+Days+Grace,Nightwish,Kerli,Within+Temptation,A*Teens,Marilyn+Manson,Lillix,B.A.P,%E5%B0%91%E5%A5%B3%E6%99%82%E4%BB%A3,Zebrahead,Girl%27s+Day,SHINee,Sum+41,EXO-K,Ashley+Tisdale,The+Offspring,M.+Pokora,Marc+Anthony,Danny+Romero,Kany+Garc%C3%ADa,Alejandro+Fern%C3%A1ndez,Sin+Bandera,Vanessa+Hudgens,Eros+Ramazzotti,HA-ASH,Alejandro+Sanz,Ana+Carolina,Michael+Jackson,Green+Day,Theme,Die+100.000+Mark+Show,Britt+Nicole,Sugababes,Miranda+Cosgrove,Monrose,Anastacia,Timbaland,Nelly+Furtado,HELLO+VENUS,Block+B,DJ+Boonie,Flo+Rida,will.i.am,Robin,Big+Bang,MGMT,Banda+do+Mar,Agridoce,Pollo,Niall+Horan,Claudia+Leitte,Rouge,Nine+Inch+Nails,David+Bowie,Swans,RYTHEM,Wonder+Girls,PJ+Harvey,%E6%A4%8E%E5%90%8D%E6%9E%97%E6%AA%8E,Sadie,Asking+Alexandria,Smosh,DaizyStripper,Tom+Felton,Pierce+the+Veil,DIR+EN+GREY,Draco+and+the+Malfoys,Versailles,Screw,Eminem,Of+Mice+&+Men,the+GazettE,Azis,Nicole+Scherzinger,Leona+Lewis,Novos+Baianos,Marcelo+Camelo,Nando+Reis,The+Strokes,Vanguart,Led+Zeppelin,C%C3%ADcero,Noel+Gallagher%27s+High+Flying+Birds,Mallu+Magalh%C3%A3es,Chico+Buarque,Apanhador+S%C3%B3,Little+Joy,Pitty,Gaby+Amarantos,Caetano+Veloso,AC%2FDC,Emicida,Guns+N%27+Roses,The+Rolling+Stones,Johnny+Hooker,Scalene,Bob+Marley,Os+Mutantes,Banda+U%C3%B3,A+Rocket+to+the+Moon,Ne-Yo,Sara+Bareilles,Michelle+Branch,Garbage,Regina+Spektor,Vanessa+Carlton,Kimbra,Lady+Antebellum,Boyce+Avenue,NX+Zero,Christina+Perri,Renato+Vianna,David+Cook,He+Is+We,Daughtry,Melanie+C,DJ+Khaled,Grimes,The+National,DUDA+BEAT,Jaloo,Allie+X,D%C3%A9cum,Sexy+Zebras,Eels,Ramones,Blue+Fetish,El+Giro+de+la+Sierpe,L%C3%A4%C3%A4z+Rockit,A+Nossa+Turma,Adrian+Belew,Amaia+Montero,Baby+Boomers,Berri+Txarrak,Black+Cold+Bottles,Black+Pistol+Fire,Black+Rebel+Motorcycle+Club,Charming+Liars,Dan+Auerbach,Dead+Heavens,Shygirl,Bladee,Yung+Lean,Sophie,Kim+Petras,FKA+twigs,Slayyyter,Brooke+Candy,Hannah+Diamond,Cardi+B,Becky+G,Karol+G,Migos,Zella+Day,Seafret,Kings+of+Leon,Of+Monsters+and+Men,Silva,Broods,Milky+Chance,Radiohead,Soda+Stereo,Editors,Above+&+Beyond,Alina+Baraz,Audioslave,Rina+Sawayama,ionnalee,Hana,Amado+Batista,Sophia+Abrah%C3%A3o,Sandy+e+Junior,Jullie,Christopher+von+Uckermann,Larissa+Manoela,Gusttavo+Lima,Lexa,Laura+Marano,Zez%C3%A9+Di+Camargo+&+Luciano,Zedd,Fresno,Machine+Gun+Kelly,Jade+Baraldo,Jorja+Smith,Jack+Johnson,Jaden+Smith,The+Black+Keys,M%C3%A5neskin,Masego,Bhad+Bhabie,Jaira+Burns,Emily+Vaughn,Bazzi,Post+Malone,Skylar+Grey,Neon+Hitch,White+Lies,CHVRCHES,MS+MR,Daughter,Ferrugem,Lagum,Z%C3%A9+Neto++Cristiano,The+Chainsmokers,Matu%C3%AA,Ella+Mai,Khalid,Vintage+Culture,Djavan,Marina+Sena,IZA,Urias,C%C5%93ur+de+Pirate,a-ha,Lucy+Rose,Elton+John,The+Hundred+in+the+Hands,Metric,Austra,James+Blake,Woodkid,Gazelle+Twin,Sleigh+Bells,Vince+Staples,XXYYXX,Lia+Clark,MONSTA+X,Jessie+Ware,Sufjan+Stevens,Iron+&+Wine,Sabrina+Claudio,Talos,Blanco+White,TOPS,The+Vaccines,Arnaldo+Antunes,FIDLAR,Caroline+Polachek,Vampire+Weekend,Gal+Costa,B%C3%A1rbara+Eug%C3%AAnia,Alex+Winston,Tokyo+Police+Club,The+Jesus+and+Mary+Chain,Yeah+Yeah+Yeahs,Kaiser+Chiefs,Castello+Branco,Olly+Murs,Take+That,Purity+Ring,Franz+Ferdinand,Gotye,Angus+&+Julia+Stone,Alabama+Shakes,White+Rabbits,Lou+Reed,Bruce+Springsteen,Amadou+&+Mariam,The+White+Stripes,Luka+Bloom,The+Shins,Bob+Dylan,Andrew+Bird,Steve+Earle,U2,Will+Champlin,Mondo+Man,DJ+Sugar+Rush,Galinha+Pintadinha,Mundo+Bita,Olivia+Rodrigo,DJ+Mel,ClockedOutBoyz,user_id
0.5868227326266195,0.2627429328621908,,,,,0.3696039458186101,,,,,,0.6725633097762073,,,,,,,,0.2502944640753828,,,,,,,,,,,,,,,0.299948468786808,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3336572438162544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9857332155477032,0.9413942873969375,0.45058892815076557,0.3939414016489988,0.3540783274440518,0.2977105418138987,0.28945818610129564,0.2765901060070671,0.2613442285041225,0.25686837455830386,0.24455977620730274,0.24204210836277973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6773
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2244193902542015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14788024660079385,0.15229288066886243,0.2861962672071615,0.23741660332742165,,,,,,,0.2064479351406131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1595937843087577,,,,,,,,,,,,,,0.45860991470315005,0.40244911747318635,0.38303352757368464,0.33473524195591586,0.2968668186808547,0.2803394983531796,0.27392112152689807,0.18390338653829913,0.18101511696647243,0.16849928215522336,0.16151929735664217,0.15847056836415843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6774
,,,,,,0.21764705882352942,,0.19052768166089962,0.1814878892733564,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33434256055363315,,,0.38693771626297574,,,,,,,,,,,,,,,,,,,,,,0.2357266435986159,,,,,,,,,,,,0.6605968858131488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22339965397923872,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19628027681660898,,,,,,,0.3532439446366782,0.32941176470588235,0.3105103806228373,0.304757785467128,0.2940743944636678,0.2398356401384083,0.21107266435986155,0.1708044982698962,0.1708044982698962,0.15929930795847752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6775
0.5558087027914614,,0.18571428571428572,,0.4029351395730706,,0.19585385878489325,,,,,,,,,,,,,,,,0.8369868637110017,,,,,,,,0.5339696223316913,,,,,,0.5834975369458129,,,,,,,,,,,,,,,,,,,,,,,,0.9516420361247947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6533045977011495,0.19429392446633825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8588259441707717,0.3584770114942529,0.34248768472906405,0.333128078817734,0.21457307060755337,0.18844417077175696,0.1775246305418719,0.17635467980295566,0.16582512315270936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776
0.129014598540146,,,,0.4711678832116788,,,0.08047445255474453,,,0.0958029197080292,,,,,,,,,,,,1.0,0.0958029197080292,,,,,0.22445255474452552,,0.10018248175182481,,,,,0.09178832116788321,,,,,,,,,0.07864963503649636,,,,,,,,,,,,,,,,0.08667883211678833,,,,,0.08777372262773722,,0.09963503649635036,,,,,,,0.09142335766423358,,,,0.10091240875912408,,,,,0.0885036496350365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09872262773722629,0.0947080291970803,0.08521897810218979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6777
0.2465137827194811,0.36666666666666664,,,,,,,0.16927264303914757,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.1992008339124392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2786425758628677,,,,,,,,,,,,,,,,,,,,,,0.24541348158443366,,,,,,0.2245077600185314,,,,,,,,,,,,,,,0.29404679175353254,,,,,,0.503544127866574,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5409543664581886,,,,,,,,,,,,,,,,,,,,0.26763956451239285,,0.6404215890664814,0.5517373175816539,0.36754690757470465,0.3523627519110493,0.26169793838313643,0.25267546907574706,0.21856613388927498,0.1994208941394487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6778
,0.0902768879355971,,,,0.09030335106827489,,,0.12928354550266025,,,,0.17008969609181313,,,,,,,,0.09792473327947854,,0.26490710047633637,,,,,,,,,,,,,,,0.10340260174378116,,,,,,,,,,,,,,,,,,,,,,,,0.24365720493607063,,,,,,,,,,0.10639293573637149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1235675088442575,,,,,,,,,,,,1.0,,,,0.12393799270174656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27837683500933175,0.21166327752862196,0.1868143959441767,0.15759909746789602,0.11028301624000668,0.09885094292320121,0.09130895011003093,0.08681021755480654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779
0.2145676015821647,0.2981751168644372,0.10743212873067243,,0.20235526788924846,,0.11926015821646889,,,,,,0.42307398417835307,,,,,,,,0.1501752966558792,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20747932398417834,,0.22652373247033442,,,,,0.1865987953973391,,,,,,,,,,,0.10405879180151024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25496224379719523,0.12207838906868032,0.12015686803308163,0.11896125494426465,0.11409340165408127,0.10837153901474289,0.09923363897878462,0.09654350952894643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6780
0.45560203167015234,,,,0.3835076187630714,,,0.21831490887361815,,,,,,,,,,,,,,,0.6440693158051987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32730803704810274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5881535703615178,,,,,,,,,,,,,,,,,,,1.0,0.23420974006573048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19873020615476544,,,,,,,,,,,,,0.39031968927397664,,,,,0.7649835673737676,0.4521959964146997,0.38719749028981176,0.3292948909471168,0.2756498356737377,0.2620256946519271,0.2285330146399761,0.22370779802808483,0.20383925903794442,0.1975948610696146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6782
0.22951167728237792,0.2234607218683652,0.21606510969568293,,,,,0.34582448690728945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22615003538570416,,,,,,,,,,,,,,,,,,,,,,0.21740976645435245,,,0.21068648266100493,,,,,,0.2449752300070771,,0.4144019815994338,,,,,,,,,,,,,,,,,,,,,0.33506723283793344,,,,,,,,,,,,,,,,,,,,,,,0.3155697098372257,,,1.0,0.35859872611464966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23959660297239915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29203821656050954,,,,0.21270346779900917,,0.5387827317763623,,,,0.30951875442321297,0.2019462137296532,0.19858457183297945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6783
